timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1124486,T_15145519737,S_14677443,0.2.1.3364237184.2,mc,韧性风险对冲,MS_56394_POD_8,iixfuu4Fhd,实时威胁感知,MS_1329_POD_1,1.0
1141974,T_9568060859,S_156147254,0.1.1.9,mc,韧性风险对冲,MS_17413_POD_190,RubzmglITt,韧性指标量化,MS_18021_POD_64,0.0
1206802,T_21525189575,S_111444032,0.1.2.43,mc,实时威胁感知,MS_73208_POD_236,xAa9ukBngd,攻击面建模,MS_28737_POD_72,1.0
1206802,T_21525189575,S_111444032,0.1.2.43,mc,攻击面建模,MS_73208_POD_236,xAa9ukBngd,脆弱性传播分析,MS_28737_POD_72,1.0
1213073,T_23640526561,S_104419129,0.1.2.10,mc,脆弱性传播分析,MS_4660_POD_2339,0REcWWf5yJ,风险熵值计算,MS_46825_POD_24,0.0
1213073,T_23640526561,S_104419129,0.1.2.10,mc,风险熵值计算,MS_4660_POD_2339,0REcWWf5yJ,防御策略生成,MS_46825_POD_24,0.0
1213073,T_23640526561,S_104419129,0.1.2.10,mc,防御策略生成,MS_4660_POD_2339,0REcWWf5yJ,攻击路径阻断,MS_46825_POD_24,0.0
1213073,T_23640526561,S_104419129,0.1.2.10,mc,攻击路径阻断,MS_4660_POD_2339,0REcWWf5yJ,Null,MS_46825_POD_24,0.0
1213073,T_23640526561,S_104419129,0.1.2.10,mc,韧性指标量化,MS_4660_POD_2339,0REcWWf5yJ,系统韧性图谱,MS_46825_POD_24,0.0
1223806,T_1539751038,S_7157397,0.1.1.1,mc,系统韧性图谱,MS_1632_POD_170,PRUnw712PT,故障域隔离设计,MS_27487_POD_55,0.0
1223806,T_1539751038,S_7157397,0.1.1.1,mc,故障域隔离设计,MS_1632_POD_170,PRUnw712PT,恢复力基准测试,MS_27487_POD_55,0.0
1223806,T_1539751038,S_7157397,0.1.1.1,mc,恢复力基准测试,MS_1632_POD_170,PRUnw712PT,自愈策略编排,MS_27487_POD_55,0.0
1223806,T_1539751038,S_7157397,0.1.1.1,mc,自愈策略编排,MS_1632_POD_170,PRUnw712PT,韧性成熟度评估,MS_27487_POD_55,0.0
1223806,T_1539751038,S_7157397,0.1.1.1,mc,韧性成熟度评估,MS_1632_POD_170,PRUnw712PT,Null,MS_27487_POD_55,0.0
