timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1213073,T_23640526561,S_104419129,0.1.2.10,mc,备用运输计划生成,MS_4660_POD_2339,0REcWWf5yJ,抗干扰路径规划,MS_46825_POD_24,0.0
1213073,T_23640526561,S_104419129,0.1.2.10,mc,抗干扰路径规划,MS_4660_POD_2339,0REcWWf5yJ,韧性网络拓扑建模,MS_46825_POD_24,0.0
1213073,T_23640526561,S_104419129,0.1.2.10,mc,韧性网络拓扑建模,MS_4660_POD_2339,0REcWWf5yJ,多模态交通图嵌入,MS_46825_POD_24,0.0
1213073,T_23640526561,S_104419129,0.1.2.10,mc,多模态交通图嵌入,MS_4660_POD_2339,0REcWWf5yJ,图注意力机制,MS_46825_POD_24,0.0
1213073,T_23640526561,S_104419129,0.1.2.10,mc,图注意力机制,MS_4660_POD_2339,0REcWWf5yJ,鲁棒性路径生成,MS_46825_POD_24,0.0
1213073,T_23640526561,S_104419129,0.1.2.10,mc,鲁棒性路径生成,MS_4660_POD_2339,0REcWWf5yJ,容灾路由协议,MS_46825_POD_24,0.0
1223806,T_1539751038,S_7157397,0.1.1.1,mc,容灾路由协议,MS_1632_POD_170,PRUnw712PT,Null,MS_27487_POD_55,0.0
1223806,T_1539751038,S_7157397,0.1.1.1,mc,弹性资源编排,MS_1632_POD_170,PRUnw712PT,动态容量预测,MS_27487_POD_55,0.0
1223806,T_1539751038,S_7157397,0.1.1.1,mc,动态容量预测,MS_1632_POD_170,PRUnw712PT,量子启发式优化,MS_27487_POD_55,0.0
1223806,T_1539751038,S_7157397,0.1.1.1,mc,量子启发式优化,MS_1632_POD_170,PRUnw712PT,超曲面搜索,MS_27487_POD_55,0.0
1223806,T_1539751038,S_7157397,0.1.1.1,mc,超曲面搜索,MS_1632_POD_170,PRUnw712PT,资源拓扑重构,MS_27487_POD_55,0.0
1223806,T_1539751038,S_7157397,0.1.1.1,mc,资源拓扑重构,MS_1632_POD_170,PRUnw712PT,异构资源池化,MS_27487_POD_55,0.0
1223806,T_1539751038,S_7157397,0.1.1.1,mc,异构资源池化,MS_1632_POD_170,PRUnw712PT,Null,MS_27487_POD_55,0.0
