timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1980208,T_398641217,S_40318420,0.1,rpc,故障确认,UNAVAILABLE,lKoeL9cqDW,分布式诊断触发,MS_62414_POD_201,5.0
1980208,T_398641217,S_40318420,0.1,rpc,分布式诊断触发,UNAVAILABLE,lKoeL9cqDW,边缘节点数据同步,MS_62414_POD_201,5.0
1980208,T_398641217,S_40318420,0.1,rpc,边缘节点数据同步,UNAVAILABLE,lKoeL9cqDW,多源异构数据融合,MS_62414_POD_201,5.0
1980208,T_398641217,S_40318420,0.1,rpc,边缘节点数据同步,UNAVAILABLE,lKoeL9cqDW,延迟敏感型数据缓存,MS_62414_POD_201,5.0
1980208,T_398641217,S_40318420,0.1,rpc,多源异构数据融合,UNAVAILABLE,lKoeL9cqDW,联邦学习特征提取,MS_62414_POD_201,5.0
1980208,T_398641217,S_40318420,0.1,rpc,联邦学习特征提取,UNAVAILABLE,lKoeL9cqDW,跨域异常模式匹配,MS_62414_POD_201,5.0
1980208,T_398641217,S_40318420,0.1,rpc,跨域异常模式匹配,UNAVAILABLE,lKoeL9cqDW,动态权重投票决策,MS_62414_POD_201,5.0
1980208,T_398641217,S_40318420,0.1,rpc,动态权重投票决策,UNAVAILABLE,lKoeL9cqDW,区块链存证,MS_62414_POD_201,5.0
1980208,T_398641217,S_40318420,0.1,rpc,区块链存证,UNAVAILABLE,lKoeL9cqDW,诊断结果可信分发,MS_62414_POD_201,5.0
1980208,T_398641217,S_40318420,0.1,rpc,诊断结果可信分发,UNAVAILABLE,lKoeL9cqDW,Null,MS_62414_POD_201,5.0
2021078,T_13675839399,S_130790099,0.1.1.2,mc,延迟敏感型数据缓存,MS_1632_POD_724,gU-f4ZCVis,局部异常检测,MS_4651_POD_29,1.0
2021078,T_13675839399,S_130790099,0.1.1.2,mc,局部异常检测,MS_1632_POD_724,gU-f4ZCVis,时空关联分析,MS_4651_POD_29,1.0
2021078,T_13675839399,S_130790099,0.1.1.2,mc,时空关联分析,MS_1632_POD_724,gU-f4ZCVis,预测性故障标记,MS_4651_POD_29,1.0
2024084,T_4499077961,S_22488234,0.1.3.1.50.1.1.5,mc,预测性故障标记,MS_40586_POD_630,E1CQLGqUSx,Null,MS_27487_POD_19,0.0
