timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
2612438,T_9187105032,S_114563869,0,http,备用供应商选择,USER,WkGNdcMqE-,动态需求感知,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,动态需求感知,USER,WkGNdcMqE-,实时供应链数据融合,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,实时供应链数据融合,USER,WkGNdcMqE-,流式计算引擎,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,流式计算引擎,USER,WkGNdcMqE-,CEP复杂事件处理,MS_46970_POD_5,5.0
2614524,T_24614320482,S_49777426,0.1.1,mc,CEP复杂事件处理,MS_26670_POD_552,7aJ_JD61MG,事件模式匹配,MS_2827_POD_107,1.0
2614524,T_24614320482,S_49777426,0.1.1,mc,事件模式匹配,MS_26670_POD_552,7aJ_JD61MG,弹性规则引擎,MS_2827_POD_107,1.0
2614524,T_24614320482,S_49777426,0.1.1,mc,弹性规则引擎,MS_26670_POD_552,7aJ_JD61MG,Null,MS_2827_POD_107,1.0
2614524,T_24614320482,S_49777426,0.1.1,mc,供应商韧性评估,MS_26670_POD_552,7aJ_JD61MG,抗压能力测试,MS_2827_POD_107,1.0
2614524,T_24614320482,S_49777426,0.1.1,mc,抗压能力测试,MS_26670_POD_552,7aJ_JD61MG,灾难恢复模拟,MS_2827_POD_107,1.0
2628701,T_5500431802,S_86516878,0,http,灾难恢复模拟,USER,WUYq2oV2QX,混沌工程注入,MS_53154_POD_9,0.0
2628701,T_5500431802,S_86516878,0,http,混沌工程注入,USER,WUYq2oV2QX,故障传播分析,MS_53154_POD_9,0.0
2632929,T_23885317272,S_34943631,0.1.3,rpc,故障传播分析,MS_61596_POD_22,W0UZZhy5Eq,韧性评分模型,MS_72895_POD_36,40.0
2632929,T_23885317272,S_34943631,0.1.3,rpc,韧性评分模型,MS_61596_POD_22,W0UZZhy5Eq,Null,MS_72895_POD_36,40.0
