timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
2612438,T_9187105032,S_114563869,0,http,维修后验证,USER,WkGNdcMqE-,因果发现引擎,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,因果发现引擎,USER,WkGNdcMqE-,干预效应建模,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,干预效应建模,USER,WkGNdcMqE-,反事实推理,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,干预效应建模,USER,WkGNdcMqE-,时间序列因果,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,反事实推理,USER,WkGNdcMqE-,潜在结果空间探索,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,潜在结果空间探索,USER,WkGNdcMqE-,混杂因子消除,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,混杂因子消除,USER,WkGNdcMqE-,鲁棒性证明生成,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,鲁棒性证明生成,USER,WkGNdcMqE-,可解释性报告,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,可解释性报告,USER,WkGNdcMqE-,动态监测策略优化,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,动态监测策略优化,USER,WkGNdcMqE-,Null,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,时间序列因果,USER,WkGNdcMqE-,格兰杰因果检验,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,格兰杰因果检验,USER,WkGNdcMqE-,滞后效应分析,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,滞后效应分析,USER,WkGNdcMqE-,蝴蝶效应预警,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,蝴蝶效应预警,USER,WkGNdcMqE-,Null,MS_46970_POD_5,5.0
