timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
2612438,T_9187105032,S_114563869,0,http,韧性风险对冲,USER,WkGNdcMqE-,实时威胁感知,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,韧性风险对冲,USER,WkGNdcMqE-,韧性指标量化,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,实时威胁感知,USER,WkGNdcMqE-,攻击面建模,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,攻击面建模,USER,WkGNdcMqE-,脆弱性传播分析,MS_46970_POD_5,5.0
2612438,T_9187105032,S_114563869,0,http,脆弱性传播分析,USER,WkGNdcMqE-,风险熵值计算,MS_46970_POD_5,5.0
2614524,T_24614320482,S_49777426,0.1.1,mc,风险熵值计算,MS_26670_POD_552,7aJ_JD61MG,防御策略生成,MS_2827_POD_107,1.0
2614524,T_24614320482,S_49777426,0.1.1,mc,防御策略生成,MS_26670_POD_552,7aJ_JD61MG,攻击路径阻断,MS_2827_POD_107,1.0
2614524,T_24614320482,S_49777426,0.1.1,mc,攻击路径阻断,MS_26670_POD_552,7aJ_JD61MG,Null,MS_2827_POD_107,1.0
2628701,T_5500431802,S_86516878,0,http,韧性指标量化,USER,WUYq2oV2QX,系统韧性图谱,MS_53154_POD_9,0.0
2632929,T_23885317272,S_34943631,0.1.3,rpc,系统韧性图谱,MS_61596_POD_22,W0UZZhy5Eq,故障域隔离设计,MS_72895_POD_36,40.0
2632929,T_23885317272,S_34943631,0.1.3,rpc,故障域隔离设计,MS_61596_POD_22,W0UZZhy5Eq,恢复力基准测试,MS_72895_POD_36,40.0
2632929,T_23885317272,S_34943631,0.1.3,rpc,恢复力基准测试,MS_61596_POD_22,W0UZZhy5Eq,自愈策略编排,MS_72895_POD_36,40.0
2632929,T_23885317272,S_34943631,0.1.3,rpc,自愈策略编排,MS_61596_POD_22,W0UZZhy5Eq,韧性成熟度评估,MS_72895_POD_36,40.0
2632929,T_23885317272,S_34943631,0.1.3,rpc,韧性成熟度评估,MS_61596_POD_22,W0UZZhy5Eq,Null,MS_72895_POD_36,40.0
