timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1623114,T_8859111220,S_17101095,0.1.3.36,mc,备用运输计划生成,MS_14194_POD_9,qyiQVsZbrE,抗干扰路径规划,MS_44585_POD_187,0.0
1623114,T_8859111220,S_17101095,0.1.3.36,mc,抗干扰路径规划,MS_14194_POD_9,qyiQVsZbrE,韧性网络拓扑建模,MS_44585_POD_187,0.0
1623114,T_8859111220,S_17101095,0.1.3.36,mc,韧性网络拓扑建模,MS_14194_POD_9,qyiQVsZbrE,多模态交通图嵌入,MS_44585_POD_187,0.0
1770138,T_9199943237,S_136240230,0.1.1.25,mc,多模态交通图嵌入,MS_39472_POD_13,YvLtIdtC0c,图注意力机制,MS_58455_POD_24,1.0
1796896,T_21880484022,S_153584695,0.1,mc,图注意力机制,MS_48494_POD_2,TlmskA5yO7,鲁棒性路径生成,MS_1303_POD_26,1.0
1796896,T_21880484022,S_153584695,0.1,mc,鲁棒性路径生成,MS_48494_POD_2,TlmskA5yO7,容灾路由协议,MS_1303_POD_26,1.0
1796896,T_21880484022,S_153584695,0.1,mc,容灾路由协议,MS_48494_POD_2,TlmskA5yO7,Null,MS_1303_POD_26,1.0
1796896,T_21880484022,S_153584695,0.1,mc,弹性资源编排,MS_48494_POD_2,TlmskA5yO7,动态容量预测,MS_1303_POD_26,1.0
1796896,T_21880484022,S_153584695,0.1,mc,动态容量预测,MS_48494_POD_2,TlmskA5yO7,量子启发式优化,MS_1303_POD_26,1.0
1796896,T_21880484022,S_153584695,0.1,mc,量子启发式优化,MS_48494_POD_2,TlmskA5yO7,超曲面搜索,MS_1303_POD_26,1.0
1796896,T_21880484022,S_153584695,0.1,mc,超曲面搜索,MS_48494_POD_2,TlmskA5yO7,资源拓扑重构,MS_1303_POD_26,1.0
1796896,T_21880484022,S_153584695,0.1,mc,资源拓扑重构,MS_48494_POD_2,TlmskA5yO7,异构资源池化,MS_1303_POD_26,1.0
1796896,T_21880484022,S_153584695,0.1,mc,异构资源池化,MS_48494_POD_2,TlmskA5yO7,Null,MS_1303_POD_26,1.0
