timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
547853,T_19444934351,S_139804207,0.4,mc,容错执行框架,MS_15284_POD_176,MV59J2Xarz,智能工单路由,MS_28467_POD_257,0.0
560718,T_24017036950,S_32048416,0.1,rpc,容错执行框架,MS_9570_POD_277,l1UOM53a6T,去中心化协同,MS_20664_POD_216,19.0
572205,T_11704379477,S_30266170,0.1.3.36.1.331211254.1.2,rpc,智能工单路由,MS_34525_POD_3,tsYLa7wJt5,工单特征编码,MS_11859_POD_5,1.0
576077,T_9416455039,S_149386727,0.5,mc,工单特征编码,MS_53154_POD_418,SQqK89v-De,路由策略学习,MS_37691_POD_2892,1.0
591233,T_1381199587,S_139230244,0.1.2.3,mc,路由策略学习,MS_50156_POD_10,DUEMGwOSfg,路径质量评估,MS_46044_POD_2,1.0
614874,T_9585214583,S_124848862,0,http,路径质量评估,USER,0xQx3v-gtz,动态路由表,MS_10207_POD_58,31.0
633604,T_17485902392,S_104264485,0.1.2.3,mc,动态路由表,MS_48385_POD_2963,JkAozvuQor,路由异常恢复,UNKNOWN,1.0
635246,T_10598476366,S_21864530,0.3.27,mc,路由异常恢复,MS_22179_POD_604,H7DZQHEOfa,Null,MS_63642_POD_688,1.0
638422,T_8293934091,S_121252713,0.1,mc,去中心化协同,MS_53154_POD_106,Om6orlzlSC,智能合约设计,MS_37691_POD_2104,1.0
645544,T_3657898430,S_156147254,0.1.1.1,mc,智能合约设计,MS_36132_POD_310,RubzmglITt,共识机制配置,MS_18021_POD_56,0.0
649982,T_8627207710,S_80311279,0.1,http,共识机制配置,UNAVAILABLE,1lLmxAJacP,冲突消解协议,MS_66857_POD_178,1.0
656541,T_21199935146,S_88325690,0.24346,db,冲突消解协议,MS_53454_POD_169,bHedxuHG5l:TDDL_QUERY,协同效能审计,MS_10578_POD_0,1.0
703664,T_24376753624,S_14022900,0.1.5,mc,协同效能审计,MS_18961_POD_18,IIcdRaT_9K,分布式日志存证,MS_18021_POD_76,0.0
704401,T_17649006354,S_46432063,0.1.2.29.2.9,mc,分布式日志存证,MS_65823_POD_82,5p62t1CpLI,Null,MS_32402_POD_29,0.0
