timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
2340868,T_22660454746,S_17101121,0.1.2.2.2.4,mc,自适应监控体系,MS_29370_POD_222,QkqFYbkS_z,联邦学习监控,MS_11363_POD_27,1.0
2340868,T_22660454746,S_17101121,0.1.2.2.2.4,mc,自适应监控体系,MS_29370_POD_222,QkqFYbkS_z,数字孪生优化,MS_11363_POD_27,1.0
2340868,T_22660454746,S_17101121,0.1.2.2.2.4,mc,联邦学习监控,MS_29370_POD_222,QkqFYbkS_z,模型参数加密,MS_11363_POD_27,1.0
2350729,T_10539192818,S_124848862,0,http,模型参数加密,USER,0xQx3v-gtz,梯度安全聚合,MS_10207_POD_141,7.0
2350729,T_10539192818,S_124848862,0,http,梯度安全聚合,USER,0xQx3v-gtz,漂移检测,MS_10207_POD_141,7.0
2399022,T_4451460855,S_94889065,0.2,rpc,漂移检测,MS_23205_POD_4316,adYoX1Gx-7,联邦模型更新,MS_23205_POD_2851,1.0
2399022,T_4451460855,S_94889065,0.2,rpc,联邦模型更新,MS_23205_POD_4316,adYoX1Gx-7,隐私保护验证,MS_23205_POD_2851,1.0
2399022,T_4451460855,S_94889065,0.2,rpc,隐私保护验证,MS_23205_POD_4316,adYoX1Gx-7,Null,MS_23205_POD_2851,1.0
2399022,T_4451460855,S_94889065,0.2,rpc,数字孪生优化,MS_23205_POD_4316,adYoX1Gx-7,孪生体同步,MS_23205_POD_2851,1.0
2430822,T_20556015600,S_159592408,0.1.2,rpc,孪生体同步,MS_66862_POD_14,h0ZbrS4De7,仿真沙箱构建,MS_66862_POD_14,4.0
2434112,T_13348049647,S_122955843,0.1.1,http,仿真沙箱构建,UNAVAILABLE,qn9Fi7COYC,参数敏感性分析,MS_52363_POD_1237,0.0
2458793,T_14501705348,S_110247259,0.1.1.2.4,rpc,参数敏感性分析,MS_36601_POD_135,E0oFLiv54F,虚拟试运行,MS_55109_POD_8,1.0
2458793,T_14501705348,S_110247259,0.1.1.2.4,rpc,虚拟试运行,MS_36601_POD_135,E0oFLiv54F,策略迁移验证,MS_55109_POD_8,1.0
2512374,T_13102131565,S_108452670,0.1.2,rpc,策略迁移验证,MS_41485_POD_8,SPZMhtUrCx,Null,MS_41485_POD_8,1.0
