timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
2908519,T_1633072104,S_78126003,0.1.2.589,rpc,应急需求建模,MS_56914_POD_39,-iZyExQfEM,实时数据流接入,MS_27178_POD_5,1.0
2908519,T_1633072104,S_78126003,0.1.2.589,rpc,应急需求建模,MS_56914_POD_39,-iZyExQfEM,动态设备拓扑发现,MS_27178_POD_5,1.0
2908519,T_1633072104,S_78126003,0.1.2.589,rpc,实时数据流接入,MS_56914_POD_39,-iZyExQfEM,边缘计算节点,MS_27178_POD_5,1.0
2908519,T_1633072104,S_78126003,0.1.2.589,rpc,边缘计算节点,MS_56914_POD_39,-iZyExQfEM,流式特征提取,MS_27178_POD_5,1.0
2920743,T_18649375357,S_35643505,0.1.2,rpc,流式特征提取,MS_64937_POD_0,MQoTi5IBZu,滑动窗口聚合,MS_38384_POD_6,1.0
2920743,T_18649375357,S_35643505,0.1.2,rpc,滑动窗口聚合,MS_64937_POD_0,MQoTi5IBZu,动态模式识别,MS_38384_POD_6,1.0
2920743,T_18649375357,S_35643505,0.1.2,rpc,动态模式识别,MS_64937_POD_0,MQoTi5IBZu,异常模式库构建,MS_38384_POD_6,1.0
2953759,T_10093777365,S_76359076,0.1.1,mc,异常模式库构建,MS_63670_POD_552,OaMaDuq7D2,Null,MS_37691_POD_4189,1.0
2953759,T_10093777365,S_76359076,0.1.1,mc,动态设备拓扑发现,MS_63670_POD_552,OaMaDuq7D2,网络探针部署,MS_37691_POD_4189,1.0
2961908,T_21225200198,S_86516878,0,http,网络探针部署,USER,GqI6UW1mU4,拓扑增量学习,MS_53154_POD_77,0.0
2961908,T_21225200198,S_86516878,0,http,拓扑增量学习,USER,GqI6UW1mU4,连接强度分析,MS_53154_POD_77,0.0
2968407,T_3678547418,S_86516878,0.3.1.3380133201.1,mc,连接强度分析,MS_70289_POD_145,QsPI3O3lMh,虚拟节点生成,MS_28467_POD_16,0.0
2990779,T_22111831283,S_121871316,0.1.2.2.1,mc,虚拟节点生成,MS_40586_POD_885,E1CQLGqUSx,拓扑演化预测,MS_27487_POD_147,1.0
3057868,T_13621913960,S_158993298,0.1.2.14,rpc,拓扑演化预测,MS_44934_POD_13,9u4d2dhIha,Null,MS_5148_POD_47,1.0
