timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
753911,T_15395209312,S_84744316,0.1.2.1,rpc,自适应监控体系,MS_9105_POD_349,0PIREyu4tb,联邦学习监控,MS_56113_POD_19,1.0
753911,T_15395209312,S_84744316,0.1.2.1,rpc,自适应监控体系,MS_9105_POD_349,0PIREyu4tb,数字孪生优化,MS_56113_POD_19,1.0
753911,T_15395209312,S_84744316,0.1.2.1,rpc,联邦学习监控,MS_9105_POD_349,0PIREyu4tb,模型参数加密,MS_56113_POD_19,1.0
753911,T_15395209312,S_84744316,0.1.2.1,rpc,模型参数加密,MS_9105_POD_349,0PIREyu4tb,梯度安全聚合,MS_56113_POD_19,1.0
811484,T_9356875999,S_79113552,0.1.2.9.18,mc,梯度安全聚合,MS_11111_POD_54,WlKFN2KtH0,漂移检测,MS_37691_POD_2618,1.0
811484,T_9356875999,S_79113552,0.1.2.9.18,mc,漂移检测,MS_11111_POD_54,WlKFN2KtH0,联邦模型更新,MS_37691_POD_2618,1.0
811484,T_9356875999,S_79113552,0.1.2.9.18,mc,联邦模型更新,MS_11111_POD_54,WlKFN2KtH0,隐私保护验证,MS_37691_POD_2618,1.0
881962,T_17071637255,S_6509096,0.1.1,http,隐私保护验证,UNAVAILABLE,nwiUDTVcFX,Null,MS_52363_POD_1402,5.0
881962,T_17071637255,S_6509096,0.1.1,http,数字孪生优化,UNAVAILABLE,nwiUDTVcFX,孪生体同步,MS_52363_POD_1402,5.0
895678,T_6857434064,S_104419129,0.1.2.30.7.7,mc,孪生体同步,MS_60349_POD_178,2ctK0GifON,仿真沙箱构建,MS_46825_POD_32,0.0
895678,T_6857434064,S_104419129,0.1.2.30.7.7,mc,仿真沙箱构建,MS_60349_POD_178,2ctK0GifON,参数敏感性分析,MS_46825_POD_32,0.0
895678,T_6857434064,S_104419129,0.1.2.30.7.7,mc,参数敏感性分析,MS_60349_POD_178,2ctK0GifON,虚拟试运行,MS_46825_POD_32,0.0
895678,T_6857434064,S_104419129,0.1.2.30.7.7,mc,虚拟试运行,MS_60349_POD_178,2ctK0GifON,策略迁移验证,MS_46825_POD_32,0.0
895678,T_6857434064,S_104419129,0.1.2.30.7.7,mc,策略迁移验证,MS_60349_POD_178,2ctK0GifON,Null,MS_46825_POD_32,0.0
