timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
3067242,T_14221821691,S_86516878,0.2,mc,备用运输计划生成,MS_53154_POD_243,Qq-68ZvJCY,抗干扰路径规划,MS_37691_POD_6632,0.0
3067242,T_14221821691,S_86516878,0.2,mc,抗干扰路径规划,MS_53154_POD_243,Qq-68ZvJCY,韧性网络拓扑建模,MS_37691_POD_6632,0.0
3067242,T_14221821691,S_86516878,0.2,mc,韧性网络拓扑建模,MS_53154_POD_243,Qq-68ZvJCY,多模态交通图嵌入,MS_37691_POD_6632,0.0
3067242,T_14221821691,S_86516878,0.2,mc,多模态交通图嵌入,MS_53154_POD_243,Qq-68ZvJCY,图注意力机制,MS_37691_POD_6632,0.0
3067242,T_14221821691,S_86516878,0.2,mc,图注意力机制,MS_53154_POD_243,Qq-68ZvJCY,鲁棒性路径生成,MS_37691_POD_6632,0.0
3108981,T_2354182739,S_58367703,0.2,mc,鲁棒性路径生成,MS_43781_POD_512,YHtQg5T7ac,容灾路由协议,MS_19585_POD_54,1.0
3108981,T_2354182739,S_58367703,0.2,mc,容灾路由协议,MS_43781_POD_512,YHtQg5T7ac,Null,MS_19585_POD_54,1.0
3108981,T_2354182739,S_58367703,0.2,mc,弹性资源编排,MS_43781_POD_512,YHtQg5T7ac,动态容量预测,MS_19585_POD_54,1.0
3194791,T_4267739275,S_104419129,0.1.2.10,mc,动态容量预测,MS_4660_POD_2270,0REcWWf5yJ,量子启发式优化,MS_46825_POD_489,1.0
3194791,T_4267739275,S_104419129,0.1.2.10,mc,量子启发式优化,MS_4660_POD_2270,0REcWWf5yJ,超曲面搜索,MS_46825_POD_489,1.0
3194791,T_4267739275,S_104419129,0.1.2.10,mc,超曲面搜索,MS_4660_POD_2270,0REcWWf5yJ,资源拓扑重构,MS_46825_POD_489,1.0
3194791,T_4267739275,S_104419129,0.1.2.10,mc,资源拓扑重构,MS_4660_POD_2270,0REcWWf5yJ,异构资源池化,MS_46825_POD_489,1.0
3194791,T_4267739275,S_104419129,0.1.2.10,mc,异构资源池化,MS_4660_POD_2270,0REcWWf5yJ,Null,MS_46825_POD_489,1.0
