timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1489996,T_4101486503,S_86516878,0,http,备用运输计划生成,USER,WUYq2oV2QX,抗干扰路径规划,MS_53154_POD_455,0.0
1489996,T_4101486503,S_86516878,0,http,抗干扰路径规划,USER,WUYq2oV2QX,韧性网络拓扑建模,MS_53154_POD_455,0.0
1489996,T_4101486503,S_86516878,0,http,韧性网络拓扑建模,USER,WUYq2oV2QX,多模态交通图嵌入,MS_53154_POD_455,0.0
1489996,T_4101486503,S_86516878,0,http,多模态交通图嵌入,USER,WUYq2oV2QX,图注意力机制,MS_53154_POD_455,0.0
1489996,T_4101486503,S_86516878,0,http,图注意力机制,USER,WUYq2oV2QX,鲁棒性路径生成,MS_53154_POD_455,0.0
1489996,T_4101486503,S_86516878,0,http,鲁棒性路径生成,USER,WUYq2oV2QX,容灾路由协议,MS_53154_POD_455,0.0
1489996,T_4101486503,S_86516878,0,http,容灾路由协议,USER,WUYq2oV2QX,Null,MS_53154_POD_455,0.0
1489996,T_4101486503,S_86516878,0,http,弹性资源编排,USER,WUYq2oV2QX,动态容量预测,MS_53154_POD_455,0.0
1489996,T_4101486503,S_86516878,0,http,动态容量预测,USER,WUYq2oV2QX,量子启发式优化,MS_53154_POD_455,0.0
1489996,T_4101486503,S_86516878,0,http,量子启发式优化,USER,WUYq2oV2QX,超曲面搜索,MS_53154_POD_455,0.0
1489996,T_4101486503,S_86516878,0,http,超曲面搜索,USER,WUYq2oV2QX,资源拓扑重构,MS_53154_POD_455,0.0
1586939,T_17366599616,S_58367703,0.7.1.1.33590190,mq,资源拓扑重构,MS_30234_POD_51,niytzPBgv8,异构资源池化,MS_60167_POD_72,0.0
1602883,T_3062017489,S_32048416,0.1.2,rpc,异构资源池化,MS_20664_POD_527,rswWe4AhfE,Null,MS_66431_POD_129,2.0
