timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1261683,T_21533591496,S_19481993,0,http,应急需求建模,USER,UwF9Dmb4xA,实时数据流接入,MS_63670_POD_953,0.0
1261683,T_21533591496,S_19481993,0,http,应急需求建模,USER,UwF9Dmb4xA,动态设备拓扑发现,MS_63670_POD_953,0.0
1265270,T_20367122967,S_109895094,0.1.2.5,mc,实时数据流接入,MS_60860_POD_12,ehdXXVqfF7,边缘计算节点,MS_795_POD_42,0.0
1265270,T_20367122967,S_109895094,0.1.2.5,mc,边缘计算节点,MS_60860_POD_12,ehdXXVqfF7,流式特征提取,MS_795_POD_42,0.0
1340492,T_6382965877,S_32048416,0.3,rpc,流式特征提取,MS_9570_POD_71,l1UOM53a6T,滑动窗口聚合,MS_20664_POD_382,1.0
1358966,T_5147245861,S_74564758,0.18,db,滑动窗口聚合,MS_50519_POD_26,1fJLoczENM:TDDL_DELETE,动态模式识别,MS_36126_POD_0,1.0
1358966,T_5147245861,S_74564758,0.18,db,动态模式识别,MS_50519_POD_26,1fJLoczENM:TDDL_DELETE,异常模式库构建,MS_36126_POD_0,1.0
1360331,T_175402337,S_115042431,0.1.3.58,mc,异常模式库构建,MS_48385_POD_3563,2ctK0GifON,Null,MS_46825_POD_174,0.0
1369276,T_12739052558,S_30021389,0.1.2.6.5,db,动态设备拓扑发现,MS_40770_POD_306,VCkaOe9C34:TDDL_QUERY,网络探针部署,MS_21528_POD_25,1.0
1369276,T_12739052558,S_30021389,0.1.2.6.5,db,网络探针部署,MS_40770_POD_306,VCkaOe9C34:TDDL_QUERY,拓扑增量学习,MS_21528_POD_25,1.0
1369276,T_12739052558,S_30021389,0.1.2.6.5,db,拓扑增量学习,MS_40770_POD_306,VCkaOe9C34:TDDL_QUERY,连接强度分析,MS_21528_POD_25,1.0
1397596,T_14923310034,S_12011310,0.1.2.2.26,rpc,连接强度分析,MS_71669_POD_1,TMqHpFi80U,虚拟节点生成,MS_45705_POD_28,2.0
1397596,T_14923310034,S_12011310,0.1.2.2.26,rpc,虚拟节点生成,MS_71669_POD_1,TMqHpFi80U,拓扑演化预测,MS_45705_POD_28,2.0
1431255,T_10331376223,S_74324433,0.1.2,rpc,拓扑演化预测,MS_27283_POD_795,Dod_5P9rzN,Null,UNKNOWN,4.0
