timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1261683,T_21533591496,S_19481993,0,http,容错执行框架,USER,UwF9Dmb4xA,智能工单路由,MS_63670_POD_953,0.0
1265270,T_20367122967,S_109895094,0.1.2.5,mc,容错执行框架,MS_60860_POD_12,ehdXXVqfF7,去中心化协同,MS_795_POD_42,0.0
1306653,T_1646270222,S_86516878,0.3,mc,智能工单路由,MS_53154_POD_26,xF_XlsuxlG,工单特征编码,MS_37691_POD_5650,1.0
1340492,T_6382965877,S_32048416,0.3,rpc,工单特征编码,MS_9570_POD_71,l1UOM53a6T,路由策略学习,MS_20664_POD_382,1.0
1352093,T_6197720600,S_61153906,0.1.3,rpc,路由策略学习,MS_31667_POD_78,2vinl2B49y,路径质量评估,UNKNOWN,35.0
1358966,T_5147245861,S_74564758,0.18,db,路径质量评估,MS_50519_POD_26,1fJLoczENM:TDDL_DELETE,动态路由表,MS_36126_POD_0,1.0
1360331,T_175402337,S_115042431,0.1.3.58,mc,动态路由表,MS_48385_POD_3563,2ctK0GifON,路由异常恢复,MS_46825_POD_174,0.0
1369276,T_12739052558,S_30021389,0.1.2.6.5,db,路由异常恢复,MS_40770_POD_306,VCkaOe9C34:TDDL_QUERY,Null,MS_21528_POD_25,1.0
1385279,T_17386114397,S_123047202,0.5,mc,去中心化协同,MS_15284_POD_197,Jl3OgxgOK1,智能合约设计,MS_37691_POD_5116,1.0
1391527,T_2869168558,S_13082303,0.1,rpc,智能合约设计,UNAVAILABLE,1Ajx7QdAbU,共识机制配置,MS_62414_POD_235,42.0
1397596,T_14923310034,S_12011310,0.1.2.2.26,rpc,共识机制配置,MS_71669_POD_1,TMqHpFi80U,冲突消解协议,MS_45705_POD_28,2.0
1416335,T_4884308919,S_27259969,0.5.2.1.25,db,冲突消解协议,MS_59532_POD_7,mJxUT-THwr,协同效能审计,UNKNOWN,0.0
1421917,T_17657943953,S_32048416,0.1.1,db,协同效能审计,MS_20664_POD_404,q0Y1mhsdUg,分布式日志存证,MS_66701_POD_10,0.0
1431255,T_10331376223,S_74324433,0.1.2,rpc,分布式日志存证,MS_27283_POD_795,Dod_5P9rzN,Null,UNKNOWN,4.0
