timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
274353,T_11596263842,S_92523877,0.1,http,资源调配,UNAVAILABLE,Vy4LvaDmfT,量子退火优化,MS_3433_POD_6,0.0
274353,T_11596263842,S_92523877,0.1,http,量子退火优化,UNAVAILABLE,Vy4LvaDmfT,超图建模,MS_3433_POD_6,0.0
274353,T_11596263842,S_92523877,0.1,http,超图建模,UNAVAILABLE,Vy4LvaDmfT,QUBO问题转换,MS_3433_POD_6,0.0
274353,T_11596263842,S_92523877,0.1,http,超图建模,UNAVAILABLE,Vy4LvaDmfT,动态约束松弛,MS_3433_POD_6,0.0
274353,T_11596263842,S_92523877,0.1,http,QUBO问题转换,UNAVAILABLE,Vy4LvaDmfT,量子比特映射,MS_3433_POD_6,0.0
274353,T_11596263842,S_92523877,0.1,http,量子比特映射,UNAVAILABLE,Vy4LvaDmfT,退火过程模拟,MS_3433_POD_6,0.0
356741,T_23846529700,S_130831269,0.1,rpc,退火过程模拟,MS_19017_POD_712,Tfnc-ENibi,经典-量子混合求解,MS_19017_POD_712,0.0
356741,T_23846529700,S_130831269,0.1,rpc,经典-量子混合求解,MS_19017_POD_712,Tfnc-ENibi,多维解空间验证,MS_19017_POD_712,0.0
356741,T_23846529700,S_130831269,0.1,rpc,多维解空间验证,MS_19017_POD_712,Tfnc-ENibi,资源拓扑重构,MS_19017_POD_712,0.0
356741,T_23846529700,S_130831269,0.1,rpc,资源拓扑重构,MS_19017_POD_712,Tfnc-ENibi,Null,MS_19017_POD_712,0.0
356741,T_23846529700,S_130831269,0.1,rpc,动态约束松弛,MS_19017_POD_712,Tfnc-ENibi,虚拟资源池构建,MS_19017_POD_712,0.0
356741,T_23846529700,S_130831269,0.1,rpc,虚拟资源池构建,MS_19017_POD_712,Tfnc-ENibi,时空切片预留,MS_19017_POD_712,0.0
356741,T_23846529700,S_130831269,0.1,rpc,时空切片预留,MS_19017_POD_712,Tfnc-ENibi,抗干扰路由规划,MS_19017_POD_712,0.0
356741,T_23846529700,S_130831269,0.1,rpc,抗干扰路由规划,MS_19017_POD_712,Tfnc-ENibi,Null,MS_19017_POD_712,0.0
