timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1456404,T_14600991167,S_67739215,0.1.1.1,mc,容错执行框架,MS_58782_POD_2646,O9cSalqhIp,智能工单路由,MS_4354_POD_1,0.0
1462824,T_23981626545,S_74324428,0.1.2,rpc,容错执行框架,MS_41485_POD_25,Z1bjU3Zv6H,去中心化协同,UNKNOWN,8.0
1465273,T_24923976499,S_134445716,0.1.2.23.2.74,mc,智能工单路由,MS_8471_POD_203,798_kAA2v8,工单特征编码,MS_32402_POD_121,1.0
1484413,T_16191493238,S_112644279,0.1.1,mc,工单特征编码,MS_19960_POD_201,O9cSalqhIp,路由策略学习,MS_4354_POD_31,0.0
1493763,T_19089053584,S_100293104,0.9.1.334232183.21.13.30.6.1.1.4,mc,路由策略学习,MS_16041_POD_128,A2rEL230qM,路径质量评估,MS_10783_POD_164,1.0
1505438,T_16575754317,S_21874706,0.2.264636,db,路径质量评估,MS_5257_POD_7,mJxUT-THwr,动态路由表,UNKNOWN,0.0
1525150,T_14165526874,S_86538786,0.1.2.1,mc,动态路由表,MS_40586_POD_104,E1CQLGqUSx,路由异常恢复,UNKNOWN,0.0
1554975,T_931406574,S_133213375,0,http,路由异常恢复,USER,FTtLeSLBCm,Null,MS_36535_POD_6,7.0
1559217,T_22912697593,S_32048416,0.1,rpc,去中心化协同,MS_9570_POD_86,l1UOM53a6T,智能合约设计,MS_20664_POD_469,20.0
1563526,T_21408241797,S_81633957,0.1.2,mc,智能合约设计,MS_13825_POD_16,7XJJL_J0-s,共识机制配置,MS_19585_POD_260,0.0
1585509,T_18942201638,S_1823467,0,http,共识机制配置,USER,MNU9Pso9u6,冲突消解协议,MS_26433_POD_11,2.0
1607423,T_1382535292,S_149764396,0.1.1.2.1.7.2,mc,冲突消解协议,MS_51052_POD_2373,ScFx7XudDg,协同效能审计,MS_55085_POD_842,0.0
1607823,T_1487373615,S_127836348,0.3,mc,协同效能审计,MS_53154_POD_332,W3C2wriY3J,分布式日志存证,MS_37691_POD_2131,0.0
1618629,T_3953692225,S_17014181,0.1.2,mc,分布式日志存证,MS_54249_POD_300,qnYHddrfzU,Null,MS_32135_POD_4,0.0
