timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1465273,T_24923976499,S_134445716,0.1.2.23.2.74,mc,自适应监控体系,MS_8471_POD_203,798_kAA2v8,联邦学习监控,MS_32402_POD_121,1.0
1465273,T_24923976499,S_134445716,0.1.2.23.2.74,mc,自适应监控体系,MS_8471_POD_203,798_kAA2v8,数字孪生优化,MS_32402_POD_121,1.0
1505438,T_16575754317,S_21874706,0.2.264636,db,联邦学习监控,MS_5257_POD_7,mJxUT-THwr,模型参数加密,UNKNOWN,0.0
1505438,T_16575754317,S_21874706,0.2.264636,db,模型参数加密,MS_5257_POD_7,mJxUT-THwr,梯度安全聚合,UNKNOWN,0.0
1505438,T_16575754317,S_21874706,0.2.264636,db,梯度安全聚合,MS_5257_POD_7,mJxUT-THwr,漂移检测,UNKNOWN,0.0
1505438,T_16575754317,S_21874706,0.2.264636,db,漂移检测,MS_5257_POD_7,mJxUT-THwr,联邦模型更新,UNKNOWN,0.0
1505438,T_16575754317,S_21874706,0.2.264636,db,联邦模型更新,MS_5257_POD_7,mJxUT-THwr,隐私保护验证,UNKNOWN,0.0
1607423,T_1382535292,S_149764396,0.1.1.2.1.7.2,mc,隐私保护验证,MS_51052_POD_2373,ScFx7XudDg,Null,MS_55085_POD_842,0.0
1607423,T_1382535292,S_149764396,0.1.1.2.1.7.2,mc,数字孪生优化,MS_51052_POD_2373,ScFx7XudDg,孪生体同步,MS_55085_POD_842,0.0
1607423,T_1382535292,S_149764396,0.1.1.2.1.7.2,mc,孪生体同步,MS_51052_POD_2373,ScFx7XudDg,仿真沙箱构建,MS_55085_POD_842,0.0
1607423,T_1382535292,S_149764396,0.1.1.2.1.7.2,mc,仿真沙箱构建,MS_51052_POD_2373,ScFx7XudDg,参数敏感性分析,MS_55085_POD_842,0.0
1607423,T_1382535292,S_149764396,0.1.1.2.1.7.2,mc,参数敏感性分析,MS_51052_POD_2373,ScFx7XudDg,虚拟试运行,MS_55085_POD_842,0.0
1618629,T_3953692225,S_17014181,0.1.2,mc,虚拟试运行,MS_54249_POD_300,qnYHddrfzU,策略迁移验证,MS_32135_POD_4,0.0
1618629,T_3953692225,S_17014181,0.1.2,mc,策略迁移验证,MS_54249_POD_300,qnYHddrfzU,Null,MS_32135_POD_4,0.0
