timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1505438,T_16575754317,S_21874706,0.2.264636,db,韧性风险对冲,MS_5257_POD_7,mJxUT-THwr,实时威胁感知,UNKNOWN,0.0
1505438,T_16575754317,S_21874706,0.2.264636,db,韧性风险对冲,MS_5257_POD_7,mJxUT-THwr,韧性指标量化,UNKNOWN,0.0
1505438,T_16575754317,S_21874706,0.2.264636,db,实时威胁感知,MS_5257_POD_7,mJxUT-THwr,攻击面建模,UNKNOWN,0.0
1607423,T_1382535292,S_149764396,0.1.1.2.1.7.2,mc,攻击面建模,MS_51052_POD_2373,ScFx7XudDg,脆弱性传播分析,MS_55085_POD_842,0.0
1607423,T_1382535292,S_149764396,0.1.1.2.1.7.2,mc,脆弱性传播分析,MS_51052_POD_2373,ScFx7XudDg,风险熵值计算,MS_55085_POD_842,0.0
1607423,T_1382535292,S_149764396,0.1.1.2.1.7.2,mc,风险熵值计算,MS_51052_POD_2373,ScFx7XudDg,防御策略生成,MS_55085_POD_842,0.0
1607423,T_1382535292,S_149764396,0.1.1.2.1.7.2,mc,防御策略生成,MS_51052_POD_2373,ScFx7XudDg,攻击路径阻断,MS_55085_POD_842,0.0
1607423,T_1382535292,S_149764396,0.1.1.2.1.7.2,mc,攻击路径阻断,MS_51052_POD_2373,ScFx7XudDg,Null,MS_55085_POD_842,0.0
1607423,T_1382535292,S_149764396,0.1.1.2.1.7.2,mc,韧性指标量化,MS_51052_POD_2373,ScFx7XudDg,系统韧性图谱,MS_55085_POD_842,0.0
1618629,T_3953692225,S_17014181,0.1.2,mc,系统韧性图谱,MS_54249_POD_300,qnYHddrfzU,故障域隔离设计,MS_32135_POD_4,0.0
1618629,T_3953692225,S_17014181,0.1.2,mc,故障域隔离设计,MS_54249_POD_300,qnYHddrfzU,恢复力基准测试,MS_32135_POD_4,0.0
1618629,T_3953692225,S_17014181,0.1.2,mc,恢复力基准测试,MS_54249_POD_300,qnYHddrfzU,自愈策略编排,MS_32135_POD_4,0.0
1618629,T_3953692225,S_17014181,0.1.2,mc,自愈策略编排,MS_54249_POD_300,qnYHddrfzU,韧性成熟度评估,MS_32135_POD_4,0.0
1618629,T_3953692225,S_17014181,0.1.2,mc,韧性成熟度评估,MS_54249_POD_300,qnYHddrfzU,Null,MS_32135_POD_4,0.0
