timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
2010781,T_11144464104,S_130831269,0,http,备用供应商选择,USER,KFUG835JJw,动态需求感知,MS_19017_POD_9,0.0
2010781,T_11144464104,S_130831269,0,http,动态需求感知,USER,KFUG835JJw,实时供应链数据融合,MS_19017_POD_9,0.0
2010781,T_11144464104,S_130831269,0,http,实时供应链数据融合,USER,KFUG835JJw,流式计算引擎,MS_19017_POD_9,0.0
2016139,T_6389165947,S_103874939,0,http,流式计算引擎,USER,ScgJqfgLUx,CEP复杂事件处理,MS_32255_POD_33,2.0
2016139,T_6389165947,S_103874939,0,http,CEP复杂事件处理,USER,ScgJqfgLUx,事件模式匹配,MS_32255_POD_33,2.0
2016139,T_6389165947,S_103874939,0,http,事件模式匹配,USER,ScgJqfgLUx,弹性规则引擎,MS_32255_POD_33,2.0
2034079,T_20237104487,S_21852643,0,http,弹性规则引擎,USER,zxg4-jZhMd,Null,MS_22997_POD_19,3.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,供应商韧性评估,MS_51052_POD_9,2BTwxH-65K,抗压能力测试,MS_32139_POD_312,0.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,抗压能力测试,MS_51052_POD_9,2BTwxH-65K,灾难恢复模拟,MS_32139_POD_312,0.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,灾难恢复模拟,MS_51052_POD_9,2BTwxH-65K,混沌工程注入,MS_32139_POD_312,0.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,混沌工程注入,MS_51052_POD_9,2BTwxH-65K,故障传播分析,MS_32139_POD_312,0.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,故障传播分析,MS_51052_POD_9,2BTwxH-65K,韧性评分模型,MS_32139_POD_312,0.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,韧性评分模型,MS_51052_POD_9,2BTwxH-65K,Null,MS_32139_POD_312,0.0
