timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
2010781,T_11144464104,S_130831269,0,http,自适应监控体系,USER,KFUG835JJw,联邦学习监控,MS_19017_POD_9,0.0
2010781,T_11144464104,S_130831269,0,http,自适应监控体系,USER,KFUG835JJw,数字孪生优化,MS_19017_POD_9,0.0
2016139,T_6389165947,S_103874939,0,http,联邦学习监控,USER,ScgJqfgLUx,模型参数加密,MS_32255_POD_33,2.0
2016139,T_6389165947,S_103874939,0,http,模型参数加密,USER,ScgJqfgLUx,梯度安全聚合,MS_32255_POD_33,2.0
2016139,T_6389165947,S_103874939,0,http,梯度安全聚合,USER,ScgJqfgLUx,漂移检测,MS_32255_POD_33,2.0
2016139,T_6389165947,S_103874939,0,http,漂移检测,USER,ScgJqfgLUx,联邦模型更新,MS_32255_POD_33,2.0
2016139,T_6389165947,S_103874939,0,http,联邦模型更新,USER,ScgJqfgLUx,隐私保护验证,MS_32255_POD_33,2.0
2034079,T_20237104487,S_21852643,0,http,隐私保护验证,USER,zxg4-jZhMd,Null,MS_22997_POD_19,3.0
2132376,T_10066082175,S_5426918,0.1.2.1,mc,数字孪生优化,MS_52363_POD_97,OaMaDuq7D2,孪生体同步,MS_37691_POD_4189,1.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,孪生体同步,MS_51052_POD_9,2BTwxH-65K,仿真沙箱构建,MS_32139_POD_312,0.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,仿真沙箱构建,MS_51052_POD_9,2BTwxH-65K,参数敏感性分析,MS_32139_POD_312,0.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,参数敏感性分析,MS_51052_POD_9,2BTwxH-65K,虚拟试运行,MS_32139_POD_312,0.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,虚拟试运行,MS_51052_POD_9,2BTwxH-65K,策略迁移验证,MS_32139_POD_312,0.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,策略迁移验证,MS_51052_POD_9,2BTwxH-65K,Null,MS_32139_POD_312,0.0
