timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1980188,T_16664595700,S_90487579,0.1.2,rpc,应急需求建模,MS_27283_POD_174,jxIjfJUaC-,实时数据流接入,MS_27283_POD_174,6.0
2010781,T_11144464104,S_130831269,0,http,应急需求建模,USER,KFUG835JJw,动态设备拓扑发现,MS_19017_POD_9,0.0
2010781,T_11144464104,S_130831269,0,http,实时数据流接入,USER,KFUG835JJw,边缘计算节点,MS_19017_POD_9,0.0
2010781,T_11144464104,S_130831269,0,http,边缘计算节点,USER,KFUG835JJw,流式特征提取,MS_19017_POD_9,0.0
2016139,T_6389165947,S_103874939,0,http,流式特征提取,USER,ScgJqfgLUx,滑动窗口聚合,MS_32255_POD_33,2.0
2034079,T_20237104487,S_21852643,0,http,滑动窗口聚合,USER,zxg4-jZhMd,动态模式识别,MS_22997_POD_19,3.0
2034079,T_20237104487,S_21852643,0,http,动态模式识别,USER,zxg4-jZhMd,异常模式库构建,MS_22997_POD_19,3.0
2094106,T_3716018380,S_20689495,0.1,http,异常模式库构建,UNAVAILABLE,7TNK5jOByf,Null,MS_67915_POD_328,1.0
2094106,T_3716018380,S_20689495,0.1,http,动态设备拓扑发现,UNAVAILABLE,7TNK5jOByf,网络探针部署,MS_67915_POD_328,1.0
2111907,T_8500676944,S_81030469,0.1.1,http,网络探针部署,UNAVAILABLE,XRHDWrn-jc,拓扑增量学习,MS_745_POD_539,3.0
2132376,T_10066082175,S_5426918,0.1.2.1,mc,拓扑增量学习,MS_52363_POD_97,OaMaDuq7D2,连接强度分析,MS_37691_POD_4189,1.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,连接强度分析,MS_51052_POD_9,2BTwxH-65K,虚拟节点生成,MS_32139_POD_312,0.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,虚拟节点生成,MS_51052_POD_9,2BTwxH-65K,拓扑演化预测,MS_32139_POD_312,0.0
2152939,T_17667892605,S_157549312,0.1.1.2.1.131,mc,拓扑演化预测,MS_51052_POD_9,2BTwxH-65K,Null,MS_32139_POD_312,0.0
