timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1850249,T_20763307060,S_153598536,0.1.17,mc,维修后验证,MS_8099_POD_230,KQG47AqoVC,因果发现引擎,MS_37374_POD_47,1.0
1850249,T_20763307060,S_153598536,0.1.17,mc,因果发现引擎,MS_8099_POD_230,KQG47AqoVC,干预效应建模,MS_37374_POD_47,1.0
1850249,T_20763307060,S_153598536,0.1.17,mc,干预效应建模,MS_8099_POD_230,KQG47AqoVC,反事实推理,MS_37374_POD_47,1.0
1850249,T_20763307060,S_153598536,0.1.17,mc,干预效应建模,MS_8099_POD_230,KQG47AqoVC,时间序列因果,MS_37374_POD_47,1.0
1850249,T_20763307060,S_153598536,0.1.17,mc,反事实推理,MS_8099_POD_230,KQG47AqoVC,潜在结果空间探索,MS_37374_POD_47,1.0
1850249,T_20763307060,S_153598536,0.1.17,mc,潜在结果空间探索,MS_8099_POD_230,KQG47AqoVC,混杂因子消除,MS_37374_POD_47,1.0
1897459,T_12534032438,S_25831172,0.1.1,mc,混杂因子消除,MS_27273_POD_85,7aJ_JD61MG,鲁棒性证明生成,MS_2827_POD_42,1.0
1897459,T_12534032438,S_25831172,0.1.1,mc,鲁棒性证明生成,MS_27273_POD_85,7aJ_JD61MG,可解释性报告,MS_2827_POD_42,1.0
1897459,T_12534032438,S_25831172,0.1.1,mc,可解释性报告,MS_27273_POD_85,7aJ_JD61MG,动态监测策略优化,MS_2827_POD_42,1.0
1897459,T_12534032438,S_25831172,0.1.1,mc,动态监测策略优化,MS_27273_POD_85,7aJ_JD61MG,Null,MS_2827_POD_42,1.0
1897459,T_12534032438,S_25831172,0.1.1,mc,时间序列因果,MS_27273_POD_85,7aJ_JD61MG,格兰杰因果检验,MS_2827_POD_42,1.0
1897459,T_12534032438,S_25831172,0.1.1,mc,格兰杰因果检验,MS_27273_POD_85,7aJ_JD61MG,滞后效应分析,MS_2827_POD_42,1.0
1897459,T_12534032438,S_25831172,0.1.1,mc,滞后效应分析,MS_27273_POD_85,7aJ_JD61MG,蝴蝶效应预警,MS_2827_POD_42,1.0
1897459,T_12534032438,S_25831172,0.1.1,mc,蝴蝶效应预警,MS_27273_POD_85,7aJ_JD61MG,Null,MS_2827_POD_42,1.0
