timestamp,traceid,service,rpc_id,rpctype,um,uminstanceid,interface,dm,dminstanceid,rt
1686802,T_14128940423,S_145223289,0.1.3.2,mc,安全评估,MS_16308_POD_0,Qn4_mPdDyY,数字孪生镜像构建,MS_37691_POD_4340,1.0
1686802,T_14128940423,S_145223289,0.1.3.2,mc,数字孪生镜像构建,MS_16308_POD_0,Qn4_mPdDyY,多物理场仿真,MS_37691_POD_4340,1.0
1686802,T_14128940423,S_145223289,0.1.3.2,mc,多物理场仿真,MS_16308_POD_0,Qn4_mPdDyY,故障传播路径预测,MS_37691_POD_4340,1.0
1686802,T_14128940423,S_145223289,0.1.3.2,mc,多物理场仿真,MS_16308_POD_0,Qn4_mPdDyY,增强现实辅助,MS_37691_POD_4340,1.0
1686802,T_14128940423,S_145223289,0.1.3.2,mc,故障传播路径预测,MS_16308_POD_0,Qn4_mPdDyY,脆弱性热力图生成,MS_37691_POD_4340,1.0
1686802,T_14128940423,S_145223289,0.1.3.2,mc,脆弱性热力图生成,MS_16308_POD_0,Qn4_mPdDyY,虚拟应力测试,MS_37691_POD_4340,1.0
1686802,T_14128940423,S_145223289,0.1.3.2,mc,虚拟应力测试,MS_16308_POD_0,Qn4_mPdDyY,多米诺效应阻断,MS_37691_POD_4340,1.0
1686802,T_14128940423,S_145223289,0.1.3.2,mc,多米诺效应阻断,MS_16308_POD_0,Qn4_mPdDyY,现实-虚拟双向校准,MS_37691_POD_4340,1.0
1686802,T_14128940423,S_145223289,0.1.3.2,mc,现实-虚拟双向校准,MS_16308_POD_0,Qn4_mPdDyY,自适应防护策略,MS_37691_POD_4340,1.0
1702048,T_16079553919,S_18883540,0.1.1.1,rpc,增强现实辅助,MS_15577_POD_29,cFOdVECWW5,操作轨迹建模,UNKNOWN,1.0
1702048,T_16079553919,S_18883540,0.1.1.1,rpc,操作轨迹建模,MS_15577_POD_29,cFOdVECWW5,碰撞概率计算,UNKNOWN,1.0
1702048,T_16079553919,S_18883540,0.1.1.1,rpc,碰撞概率计算,MS_15577_POD_29,cFOdVECWW5,安全边界动态调整,UNKNOWN,1.0
1702048,T_16079553919,S_18883540,0.1.1.1,rpc,自适应防护策略,MS_15577_POD_29,cFOdVECWW5,Null,UNKNOWN,1.0
1707326,T_8702772677,S_156482560,0.1.2,mc,安全边界动态调整,MS_40912_POD_160,ZaYxnA3U_f,Null,MS_58269_POD_17,1.0
